Company Ticker,Sector,Industry,MarketCap,Currency,MarketCap_USD
AQST,Healthcare,Drug Manufacturers - Specialty & Generic,785118848,USD,785118848.0
AR,Energy,Oil & Gas E&P,10223491072,USD,10223491072.0
ARAY,Healthcare,Medical Devices,157807856,USD,157807856.0
ARB.AX,Consumer Cyclical,Auto Parts,2981751552,AUD,1939224343.4451761
ARCAD.AS,Industrials,Engineering & Construction,3622805760,EUR,4163187452.247936
ARCB,Industrials,Trucking,1629744384,USD,1629744384.0
ARCT,Healthcare,Biotechnology,252537120,USD,252537120.0
ARDT,Healthcare,Medical Care Facilities,2100802688,USD,2100802688.0
ARDX,Healthcare,Biotechnology,1438407936,USD,1438407936.0
ARE,Real Estate,REIT - Office,9624627200,USD,9624627200.0
AREN,Communication Services,Internet Content & Information,248720512,USD,248720512.0
ARES,Financial Services,Asset Management,50802933760,USD,50802933760.0
ARF.AX,Real Estate,REIT - Specialty,1467765632,AUD,954582162.3325491
ARG.NZ,Real Estate,REIT - Diversified,1107256704,NZD,627554235.1168896
ARHS,Consumer Cyclical,Specialty Retail,1390011648,USD,1390011648.0
ARI,Real Estate,REIT - Mortgage,1349144576,USD,1349144576.0
ARKO,Consumer Cyclical,Specialty Retail,507340544,USD,507340544.0
ARL,Real Estate,Real Estate Services,256171392,USD,256171392.0
ARLO,Industrials,Building Products & Equipment,1979911296,USD,1979911296.0
ARM,Technology,Semiconductors,178676645888,USD,178676645888.0
ARMK,Industrials,Specialty Business Services,9880565760,USD,9880565760.0
AROC,Energy,Oil & Gas Equipment & Services,4498231296,USD,4498231296.0
AROW,Financial Services,Banks - Regional,484747616,USD,484747616.0
ARQ,Industrials,Pollution & Treatment Controls,281762176,USD,281762176.0
ARQT,Healthcare,Biotechnology,3032906752,USD,3032906752.0
ARR,Real Estate,REIT - Mortgage,1828417280,USD,1828417280.0
ARRY,Technology,Solar,1284415232,USD,1284415232.0
ARVN,Healthcare,Biotechnology,713619008,USD,713619008.0
ARW,Technology,Electronics & Computer Distribution,5740940288,USD,5740940288.0
ARWR,Healthcare,Biotechnology,5476381696,USD,5476381696.0
AS,Consumer Cyclical,Leisure,17452363776,USD,17452363776.0
ASAI3.SA,Consumer Defensive,Grocery Stores,11456171008,BRL,2128252526.5078478
ASAN,Technology,Software - Application,3314544384,USD,3314544384.0
ASB,Financial Services,Banks - Regional,4129809664,USD,4129809664.0
ASC,Industrials,Marine Shipping,507458432,USD,507458432.0
ASGN,Technology,Information Technology Services,1898014976,USD,1898014976.0
ASH,Basic Materials,Specialty Chemicals,2204398336,USD,2204398336.0
ASIANPAINT.NS,Basic Materials,Specialty Chemicals,2383696363520,INR,26881568419.86228
ASIC,Financial Services,Insurance - Property & Casualty,898846784,USD,898846784.0
ASIX,Basic Materials,Chemicals,502791616,USD,502791616.0
ASLE,Industrials,Airports & Air Services,349615040,USD,349615040.0
ASM.AS,Technology,Semiconductor Equipment & Materials,27174500352,EUR,31227878716.454704
ASML,Technology,Semiconductor Equipment & Materials,414083678208,USD,414083678208.0
ASML.AS,Technology,Semiconductor Equipment & Materials,355310403584,EUR,408308894224.0334
ASO,Consumer Cyclical,Specialty Retail,3141389312,USD,3141389312.0
ASPI,Basic Materials,Chemicals,1011752128,USD,1011752128.0
ASPN,Industrials,Building Products & Equipment,638293760,USD,638293760.0
ASRNL.AS,Financial Services,Insurance - Diversified,11864525824,EUR,13634251546.886246
ASTE,Industrials,Farm & Heavy Construction Machinery,1070765312,USD,1070765312.0
ASTH,Healthcare,Medical Care Facilities,1522698880,USD,1522698880.0
ASTS,Technology,Communication Equipment,26090192896,USD,26090192896.0
ASUR,Technology,Software - Application,234882400,USD,234882400.0
ASX.AX,Financial Services,Financial Data & Stock Exchanges,10954601472,AUD,7124480184.472043
AT1.DE,Real Estate,Real Estate Services,3347237632,EUR,3846515279.150515
ATEC,Healthcare,Medical Devices,2865533440,USD,2865533440.0
ATEN,Technology,Software - Infrastructure,1296582400,USD,1296582400.0
ATEX,Communication Services,Telecom Services,368611680,USD,368611680.0
ATGE,Consumer Defensive,Education & Training Services,3473008640,USD,3473008640.0
ATI,Industrials,Metal Fabrication,13397516288,USD,13397516288.0
ATKR,Industrials,Electrical Equipment & Parts,2355901952,USD,2355901952.0
ATLC,Financial Services,Credit Services,851865280,USD,851865280.0
ATLO,Financial Services,Banks - Regional,186735504,USD,186735504.0
ATM.NZ,Consumer Defensive,Packaged Foods,7985930752,NZD,4526145244.064205
ATMU,Consumer Cyclical,Auto Parts,3778991360,USD,3778991360.0
ATNI,Communication Services,Telecom Services,218180688,USD,218180688.0
ATO,Utilities,Utilities - Regulated Gas,27722420224,USD,27722420224.0
ATOM,Technology,Semiconductor Equipment & Materials,90924560,USD,90924560.0
ATR,Healthcare,Medical Instruments & Supplies,7422838784,USD,7422838784.0
ATRC,Healthcare,Medical Instruments & Supplies,1691869056,USD,1691869056.0
ATRO,Industrials,Aerospace & Defense,1736660992,USD,1736660992.0
ATUS,Communication Services,Telecom Services,1007586304,USD,1007586304.0
ATXS,Healthcare,Biotechnology,699228352,USD,699228352.0
ATYR,Healthcare,Biotechnology,86296824,USD,86296824.0
AU,Basic Materials,Gold,33838065664,USD,33838065664.0
AUB,Financial Services,Banks - Regional,4675741184,USD,4675741184.0
AUB.AX,Financial Services,Insurance Brokers,4247630080,AUD,2762506368.9699326
AUPH,Healthcare,Biotechnology,1733561088,USD,1733561088.0
AUR,Technology,Information Technology Services,9773624320,USD,9773624320.0
AURA,Healthcare,Biotechnology,375204032,USD,375204032.0
AUTO.L,Communication Services,Internet Content & Information,6700318720,GBp,8745439582.076927
AV.L,Financial Services,Insurance - Diversified,20089253888,GBp,26221044620.17413
AVA,Utilities,Utilities - Diversified,3093563904,USD,3093563904.0
AVAH,Healthcare,Medical Care Facilities,1965856000,USD,1965856000.0
AVAV,Industrials,Aerospace & Defense,18369060864,USD,18369060864.0
AVB,Real Estate,REIT - Residential,25017284608,USD,25017284608.0
AVBP,Healthcare,Biotechnology,714013440,USD,714013440.0
AVD,Basic Materials,Agricultural Inputs,132774064,USD,132774064.0
AVDL,Healthcare,Drug Manufacturers - Specialty & Generic,1842871552,USD,1842871552.0
AVGO,Technology,Semiconductors,1712093396992,USD,1712093396992.0
AVIR,Healthcare,Biotechnology,257912048,USD,257912048.0
AVNS,Healthcare,Medical Devices,519707776,USD,519707776.0
AVNT,Basic Materials,Specialty Chemicals,2936621568,USD,2936621568.0
AVNW,Technology,Communication Equipment,313014368,USD,313014368.0
AVO,Consumer Defensive,Food Distribution,826243328,USD,826243328.0
AVPT,Technology,Software - Infrastructure,2998237952,USD,2998237952.0
AVR,Healthcare,Medical Instruments & Supplies,156871296,USD,156871296.0
AVT,Technology,Electronics & Computer Distribution,3916013824,USD,3916013824.0
AVTR,Healthcare,Medical Instruments & Supplies,7963597824,USD,7963597824.0
AVXL,Healthcare,Biotechnology,664818240,USD,664818240.0
AVY,Consumer Cyclical,Packaging & Containers,13470268416,USD,13470268416.0
AWC.BK,Consumer Cyclical,Lodging,67227238400,THB,2064718576.177152
AWI,Industrials,Building Products & Equipment,8305597952,USD,8305597952.0
AWK,Utilities,Utilities - Regulated Water,24579717120,USD,24579717120.0
AWR,Utilities,Utilities - Regulated Water,2761097984,USD,2761097984.0
AX,Financial Services,Banks - Regional,4496400384,USD,4496400384.0
AXGN,Healthcare,Medical Devices,1072343168,USD,1072343168.0
AXISBANK.NS,Financial Services,Banks - Regional,3806378328064,INR,42925525676.69968
AXL,Consumer Cyclical,Auto Parts,755890624,USD,755890624.0
AXON,Industrials,Aerospace & Defense,56845062144,USD,56845062144.0
AXP,Financial Services,Credit Services,249102532608,USD,249102532608.0
AXS,Financial Services,Insurance - Specialty,7267740672,USD,7267740672.0
AXSM,Healthcare,Biotechnology,6829288448,USD,6829288448.0
AXTA,Basic Materials,Specialty Chemicals,5994859008,USD,5994859008.0
AYI,Industrials,Electrical Equipment & Parts,11192714240,USD,11192714240.0
AZJ.AX,Industrials,Railroads,5968808960,AUD,3881899425.4708734
AZM.MI,Financial Services,Asset Management,4753808384,EUR,5462891671.746662
AZN,Healthcare,Drug Manufacturers - General,254371659776,USD,254371659776.0
AZN.L,Healthcare,Drug Manufacturers - General,193661353984,GBp,252772105541.01596
AZO,Consumer Cyclical,Auto Parts,59480731648,USD,59480731648.0
AZTA,Healthcare,Medical Instruments & Supplies,1408654848,USD,1408654848.0
AZUL4.SA,Industrials,Airlines,1081350400,BRL,200886205.280384
AZZ,Industrials,Specialty Business Services,3046585856,USD,3046585856.0
B3SA3.SA,Financial Services,Financial Data & Stock Exchanges,65875169280,BRL,12237858125.231308
BA,Industrials,Aerospace & Defense,155477540864,USD,155477540864.0
BA.L,Industrials,Aerospace & Defense,54258184192,GBp,70819268681.64526
BAB.L,Industrials,Engineering & Construction,5995845632,GBp,7825942005.056716
BAC,Financial Services,Banks - Diversified,391121666048,USD,391121666048.0
BAH,Industrials,Consulting Services,10371252224,USD,10371252224.0
BAJAJ-AUTO.NS,Consumer Cyclical,Auto Manufacturers,2443474370560,INR,27555700667.090206
BAJAJFINSV.NS,Financial Services,Financial Conglomerates,3319831461888,INR,37438609191.55399
BAJFINANCE.NS,Financial Services,Credit Services,6569397321728,INR,74084814779.22495
BALL,Consumer Cyclical,Packaging & Containers,12820934656,USD,12820934656.0
BALY,Consumer Cyclical,Resorts & Casinos,872914048,USD,872914048.0
BAM,Financial Services,Asset Management,87959773184,USD,87959773184.0
BAMI.MI,Financial Services,Banks - Regional,18754572288,EUR,21552024920.507595
BANC,Financial Services,Banks - Regional,2632999168,USD,2632999168.0
BAND,Technology,Software - Infrastructure,487734848,USD,487734848.0
BANF,Financial Services,Banks - Regional,3607224576,USD,3607224576.0
BANPU.BK,Energy,Thermal Coal,49693757440,THB,1526221016.188723
BANR,Financial Services,Banks - Regional,2091362816,USD,2091362816.0
BAP.AX,Consumer Cyclical,Specialty Retail,858713664,AUD,558476590.7678822
BARC.L,Financial Services,Banks - Diversified,55879995392,GBp,72936101097.51213
BARK,Consumer Cyclical,Specialty Retail,144400656,USD,144400656.0
BATRA,Communication Services,Entertainment,2618052608,USD,2618052608.0
BATRK,Communication Services,Entertainment,2619197696,USD,2619197696.0
BATS.L,Consumer Defensive,Tobacco,87599136768,GBp,114336793525.94104
BAVA.CO,Healthcare,Biotechnology,18572015616,DKK,2858460153.333227
BAX,Healthcare,Medical Instruments & Supplies,9353038848,USD,9353038848.0
BBAI,Technology,Information Technology Services,2750069504,USD,2750069504.0
BBAS3.SA,Financial Services,Banks - Regional,126041260032,BRL,23415120978.90435
BBCP,Industrials,Engineering & Construction,337157632,USD,337157632.0
BBDC3.SA,Financial Services,Banks - Regional,179999670272,BRL,33439161545.28858
BBDC4.SA,Financial Services,Banks - Regional,179999670272,BRL,33439161545.28858
BBIO,Healthcare,Biotechnology,11944092672,USD,11944092672.0
BBL.BK,Financial Services,Banks - Regional,300642762752,THB,9233499870.303682
BBNX,Healthcare,Medical Devices,1219702400,USD,1219702400.0
BBSE3.SA,Financial Services,Insurance - Diversified,64525983744,BRL,11987215260.026634
BBSI,Industrials,Staffing & Employment Services,1043510080,USD,1043510080.0
BBT,Financial Services,Banks - Regional,2085974400,USD,2085974400.0
BBUC,Financial Services,Asset Management,2505875968,USD,2505875968.0
BBVA.MC,Financial Services,Banks - Diversified,101068423168,EUR,116143900343.00436
BBW,Consumer Cyclical,Specialty Retail,693848640,USD,693848640.0
BBWI,Consumer Cyclical,Specialty Retail,4995924992,USD,4995924992.0
BBY,Consumer Cyclical,Specialty Retail,17127454720,USD,17127454720.0
BC,Consumer Cyclical,Recreational Vehicles,4296967680,USD,4296967680.0
BC.MI,Consumer Cyclical,Luxury Goods,5929690624,EUR,6814169800.135526
BC8.DE,Technology,Information Technology Services,4549843456,EUR,5228503110.724761
BCAL,Financial Services,Banks - Regional,600520960,USD,600520960.0
BCAX,Healthcare,Biotechnology,872707328,USD,872707328.0
BCBP,Financial Services,Banks - Regional,134722960,USD,134722960.0
BCC,Basic Materials,Lumber & Wood Production,2551642624,USD,2551642624.0
BCML,Financial Services,Banks - Regional,297045888,USD,297045888.0
BCO,Industrials,Security & Protection Services,4607432192,USD,4607432192.0
BCP.BK,Energy,Oil & Gas Refining & Marketing,39586541568,THB,1215802845.503447
BCP.LS,Financial Services,Banks - Regional,11186153472,EUR,12854692428.652338
BCPC,Basic Materials,Specialty Chemicals,4939552768,USD,4939552768.0
BCRX,Healthcare,Drug Manufacturers - Specialty & Generic,1444232960,USD,1444232960.0
BDC,Technology,Communication Equipment,4656519168,USD,4656519168.0
BDMS.BK,Healthcare,Medical Care Facilities,297180430336,THB,9127162882.10731
BDN,Real Estate,REIT - Office,585361152,USD,585361152.0
BDX,Healthcare,Medical Instruments & Supplies,50819047424,USD,50819047424.0
BE,Industrials,Electrical Equipment & Parts,33672034304,USD,33672034304.0
BEAM,Healthcare,Biotechnology,2453179136,USD,2453179136.0
BEEF3.SA,Consumer Defensive,Farm Products,7270619136,BRL,1350688073.2369306
BEEP,Industrials,Infrastructure Operations,146034000,USD,146034000.0
BEL.NS,Industrials,Aerospace & Defense,3061961457664,INR,34530541591.978836
BELFA,Technology,Electronic Components,1963361664,USD,1963361664.0
BELFB,Technology,Electronic Components,1967812352,USD,1967812352.0
BEM.BK,Industrials,Railroads,80880533504,THB,2484045811.657605
BEN,Financial Services,Asset Management,11858424832,USD,11858424832.0
BEN.AX,Financial Services,Banks - Regional,7183664128,AUD,4671997686.328853
BEPC,Utilities,Utilities - Renewable,7927757312,USD,7927757312.0
BESI.AS,Technology,Semiconductor Equipment & Materials,11411591168,EUR,13113756659.369164
BETR,Financial Services,Mortgage Finance,1119681280,USD,1119681280.0
BEZ.L,Financial Services,Insurance - Specialty,5382169600,GBp,7024955233.36704
BF-B,Consumer Defensive,Beverages - Wineries & Distilleries,12962447360,USD,12962447360.0
BFAM,Consumer Cyclical,Personal Services,5893630464,USD,5893630464.0
BFC,Financial Services,Banks - Regional,1202118272,USD,1202118272.0
BFH,Financial Services,Credit Services,2900160000,USD,2900160000.0
BFIN,Financial Services,Banks - Regional,139185776,USD,139185776.0
BFIT.AS,Consumer Cyclical,Leisure,1664925696,EUR,1913267844.2336254
BFLY,Healthcare,Medical Devices,735072192,USD,735072192.0
BFS,Real Estate,REIT - Retail,1018985472,USD,1018985472.0
BFSA.DE,Industrials,Waste Management,1094400000,EUR,1257641907.84
BFST,Financial Services,Banks - Regional,731203520,USD,731203520.0
BG,Consumer Defensive,Farm Products,18809829376,USD,18809829376.0
BGA.AX,Consumer Defensive,Packaged Foods,1615446528,AUD,1050628524.2076365
BGC,Financial Services,Capital Markets,4434857472,USD,4434857472.0
BGS,Consumer Defensive,Packaged Foods,320015008,USD,320015008.0
BH,Consumer Cyclical,Restaurants,1092761216,USD,1092761216.0
BH.BK,Healthcare,Medical Care Facilities,137528819712,THB,4223858001.269391
BHARTIARTL.NS,Communication Services,Telecom Services,12558135197696,INR,141621380855.8396
BHB,Financial Services,Banks - Regional,493994400,USD,493994400.0
BHE,Technology,Electronic Components,1580070912,USD,1580070912.0
BHF,Financial Services,Insurance - Life,3061938432,USD,3061938432.0
BHP,Basic Materials,Other Industrial Metals & Mining,144152559616,USD,144152559616.0
BHP.AX,Basic Materials,Other Industrial Metals & Mining,220648308736,AUD,143501751966.5093
BHR,Real Estate,REIT - Hotel & Motel,194654000,USD,194654000.0
BHRB,Financial Services,Banks - Regional,890440064,USD,890440064.0
BHVN,Healthcare,Biotechnology,1570996352,USD,1570996352.0
BIIB,Healthcare,Drug Manufacturers - General,22216593408,USD,22216593408.0
BILL,Technology,Software - Application,4938639360,USD,4938639360.0
BIM.PA,Healthcare,Diagnostics & Research,12914912256,EUR,14841314774.50844
BIO,Healthcare,Medical Devices,8358806016,USD,8358806016.0
BIOA,Healthcare,Drug Manufacturers - Specialty & Generic,266007264,USD,266007264.0
BIPC,Utilities,Utilities - Regulated Gas,5472351232,USD,5472351232.0
BIRK,Consumer Cyclical,Footwear & Accessories,7238542336,USD,7238542336.0
BJ,Consumer Defensive,Discount Stores,11965841408,USD,11965841408.0
BJC.BK,Industrials,Conglomerates,71739564032,THB,2203303512.519721
BJRI,Consumer Cyclical,Restaurants,751337152,USD,751337152.0
BK,Financial Services,Banks - Diversified,75355545600,USD,75355545600.0
BKD,Healthcare,Medical Care Facilities,2177787392,USD,2177787392.0
BKE,Consumer Cyclical,Apparel Retail,2820776192,USD,2820776192.0
BKG.L,Consumer Cyclical,Residential Construction,3815008256,GBp,4979453306.957414
BKH,Utilities,Utilities - Regulated Gas,4653347840,USD,4653347840.0
BKKT,Technology,Software - Infrastructure,428309600,USD,428309600.0
BKNG,Consumer Cyclical,Travel Services,162153824256,USD,162153824256.0
BKR,Energy,Oil & Gas Equipment & Services,47996682240,USD,47996682240.0
BKSY,Industrials,Specialty Business Services,724185408,USD,724185408.0
BKT.MC,Financial Services,Banks - Regional,11633374208,EUR,13368621101.576908
BKTI,Technology,Communication Equipment,276291136,USD,276291136.0
BKU,Financial Services,Banks - Regional,3060130048,USD,3060130048.0
BKV,Energy,Oil & Gas E&P,2199526400,USD,2199526400.0
BKW.AX,Basic Materials,Building Materials,5068547584,AUD,3296401691.8881893
BL,Technology,Software - Application,3543696640,USD,3543696640.0
BLBD,Industrials,Farm & Heavy Construction Machinery,1637081216,USD,1637081216.0
