Company Ticker,Sector,Industry,MarketCap,Currency
AVXL,Healthcare,Biotechnology,664818240,USD
AVY,Consumer Cyclical,Packaging & Containers,13470268416,USD
AWC.BK,Consumer Cyclical,Lodging,67227238400,THB
AWI,Industrials,Building Products & Equipment,8305597952,USD
AWK,Utilities,Utilities - Regulated Water,24579717120,USD
AWR,Utilities,Utilities - Regulated Water,2761097984,USD
AX,Financial Services,Banks - Regional,4496400384,USD
AXGN,Healthcare,Medical Devices,1072343168,USD
AXISBANK.NS,Financial Services,Banks - Regional,3806378328064,INR
AXL,Consumer Cyclical,Auto Parts,755890624,USD
AXON,Industrials,Aerospace & Defense,56845062144,USD
AXP,Financial Services,Credit Services,249102532608,USD
AXS,Financial Services,Insurance - Specialty,7267740672,USD
AXSM,Healthcare,Biotechnology,6829288448,USD
AXTA,Basic Materials,Specialty Chemicals,5994859008,USD
AYI,Industrials,Electrical Equipment & Parts,11192714240,USD
AZJ.AX,Industrials,Railroads,5968808960,AUD
AZM.MI,Financial Services,Asset Management,4753808384,EUR
AZN,Healthcare,Drug Manufacturers - General,254371659776,USD
AZN.L,Healthcare,Drug Manufacturers - General,193661353984,GBp
AZO,Consumer Cyclical,Auto Parts,59480731648,USD
AZTA,Healthcare,Medical Instruments & Supplies,1408654848,USD
AZUL4.SA,Industrials,Airlines,1081350400,BRL
AZZ,Industrials,Specialty Business Services,3046585856,USD
B3SA3.SA,Financial Services,Financial Data & Stock Exchanges,65875169280,BRL
BA,Industrials,Aerospace & Defense,155477540864,USD
BA.L,Industrials,Aerospace & Defense,54258184192,GBp
BAB.L,Industrials,Engineering & Construction,5995845632,GBp
BAC,Financial Services,Banks - Diversified,391121666048,USD
BAH,Industrials,Consulting Services,10371252224,USD
BAJAJ-AUTO.NS,Consumer Cyclical,Auto Manufacturers,2443474370560,INR
BAJAJFINSV.NS,Financial Services,Financial Conglomerates,3319831461888,INR
BAJFINANCE.NS,Financial Services,Credit Services,6569397321728,INR
BALL,Consumer Cyclical,Packaging & Containers,12820934656,USD
BALY,Consumer Cyclical,Resorts & Casinos,872914048,USD
BAM,Financial Services,Asset Management,87959773184,USD
BAMI.MI,Financial Services,Banks - Regional,18754572288,EUR
BANC,Financial Services,Banks - Regional,2632999168,USD
BAND,Technology,Software - Infrastructure,487734848,USD
BANF,Financial Services,Banks - Regional,3607224576,USD
BANPU.BK,Energy,Thermal Coal,49693757440,THB
BANR,Financial Services,Banks - Regional,2091362816,USD
BAP.AX,Consumer Cyclical,Specialty Retail,858713664,AUD
BARC.L,Financial Services,Banks - Diversified,55879995392,GBp
BARK,Consumer Cyclical,Specialty Retail,144400656,USD
BATRA,Communication Services,Entertainment,2618052608,USD
BATRK,Communication Services,Entertainment,2619197696,USD
BATS.L,Consumer Defensive,Tobacco,87599136768,GBp
BAVA.CO,Healthcare,Biotechnology,18572015616,DKK
BAX,Healthcare,Medical Instruments & Supplies,9353038848,USD
BBAI,Technology,Information Technology Services,2750069504,USD
BBAS3.SA,Financial Services,Banks - Regional,126041260032,BRL
BBCP,Industrials,Engineering & Construction,337157632,USD
BBDC3.SA,Financial Services,Banks - Regional,179999670272,BRL
BBDC4.SA,Financial Services,Banks - Regional,179999670272,BRL
BBIO,Healthcare,Biotechnology,11944092672,USD
BBL.BK,Financial Services,Banks - Regional,300642762752,THB
BBNX,Healthcare,Medical Devices,1219702400,USD
BBSE3.SA,Financial Services,Insurance - Diversified,64525983744,BRL
BBSI,Industrials,Staffing & Employment Services,1043510080,USD
BBT,Financial Services,Banks - Regional,2085974400,USD
BBUC,Financial Services,Asset Management,2505875968,USD
BBVA.MC,Financial Services,Banks - Diversified,101068423168,EUR
BBW,Consumer Cyclical,Specialty Retail,693848640,USD
BBWI,Consumer Cyclical,Specialty Retail,4995924992,USD
BBY,Consumer Cyclical,Specialty Retail,17127454720,USD
BC,Consumer Cyclical,Recreational Vehicles,4296967680,USD
BC.MI,Consumer Cyclical,Luxury Goods,5929690624,EUR
BC8.DE,Technology,Information Technology Services,4549843456,EUR
BCAL,Financial Services,Banks - Regional,600520960,USD
BCAX,Healthcare,Biotechnology,872707328,USD
BCBP,Financial Services,Banks - Regional,134722960,USD
BCC,Basic Materials,Lumber & Wood Production,2551642624,USD
BCML,Financial Services,Banks - Regional,297045888,USD
BCO,Industrials,Security & Protection Services,4607432192,USD
BCP.BK,Energy,Oil & Gas Refining & Marketing,39586541568,THB
BCP.LS,Financial Services,Banks - Regional,11186153472,EUR
BCPC,Basic Materials,Specialty Chemicals,4939552768,USD
BCRX,Healthcare,Drug Manufacturers - Specialty & Generic,1444232960,USD
BDC,Technology,Communication Equipment,4656519168,USD
BDMS.BK,Healthcare,Medical Care Facilities,297180430336,THB
BDN,Real Estate,REIT - Office,585361152,USD
BDX,Healthcare,Medical Instruments & Supplies,50819047424,USD
BE,Industrials,Electrical Equipment & Parts,33672034304,USD
BEAM,Healthcare,Biotechnology,2453179136,USD
BEEF3.SA,Consumer Defensive,Farm Products,7270619136,BRL
BEEP,Industrials,Infrastructure Operations,146034000,USD
BEL.NS,Industrials,Aerospace & Defense,3061961457664,INR
BELFA,Technology,Electronic Components,1963361664,USD
BELFB,Technology,Electronic Components,1967812352,USD
BEM.BK,Industrials,Railroads,80880533504,THB
BEN,Financial Services,Asset Management,11858424832,USD
BEN.AX,Financial Services,Banks - Regional,7183664128,AUD
BEPC,Utilities,Utilities - Renewable,7927757312,USD
BESI.AS,Technology,Semiconductor Equipment & Materials,11411591168,EUR
BETR,Financial Services,Mortgage Finance,1119681280,USD
BEZ.L,Financial Services,Insurance - Specialty,5382169600,GBp
BF-B,Consumer Defensive,Beverages - Wineries & Distilleries,12962447360,USD
BFAM,Consumer Cyclical,Personal Services,5893630464,USD
BFC,Financial Services,Banks - Regional,1202118272,USD
BFH,Financial Services,Credit Services,2900160000,USD
BFIN,Financial Services,Banks - Regional,139185776,USD
BFIT.AS,Consumer Cyclical,Leisure,1664925696,EUR
BFLY,Healthcare,Medical Devices,735072192,USD
BFS,Real Estate,REIT - Retail,1018985472,USD
BFSA.DE,Industrials,Waste Management,1094400000,EUR
BFST,Financial Services,Banks - Regional,731203520,USD
BG,Consumer Defensive,Farm Products,18809829376,USD
BGA.AX,Consumer Defensive,Packaged Foods,1615446528,AUD
BGC,Financial Services,Capital Markets,4434857472,USD
BGS,Consumer Defensive,Packaged Foods,320015008,USD
BH,Consumer Cyclical,Restaurants,1092761216,USD
BH.BK,Healthcare,Medical Care Facilities,137528819712,THB
BHARTIARTL.NS,Communication Services,Telecom Services,12558135197696,INR
BHB,Financial Services,Banks - Regional,493994400,USD
BHE,Technology,Electronic Components,1580070912,USD
BHF,Financial Services,Insurance - Life,3061938432,USD
BHP,Basic Materials,Other Industrial Metals & Mining,144152559616,USD
BHP.AX,Basic Materials,Other Industrial Metals & Mining,220648308736,AUD
BHR,Real Estate,REIT - Hotel & Motel,194654000,USD
BHRB,Financial Services,Banks - Regional,890440064,USD
BHVN,Healthcare,Biotechnology,1570996352,USD
BIIB,Healthcare,Drug Manufacturers - General,22216593408,USD
BILL,Technology,Software - Application,4938639360,USD
BIM.PA,Healthcare,Diagnostics & Research,12914912256,EUR
BIO,Healthcare,Medical Devices,8358806016,USD
BIOA,Healthcare,Drug Manufacturers - Specialty & Generic,266007264,USD
BIPC,Utilities,Utilities - Regulated Gas,5472351232,USD
BIRK,Consumer Cyclical,Footwear & Accessories,7238542336,USD
BJ,Consumer Defensive,Discount Stores,11965841408,USD
BJC.BK,Industrials,Conglomerates,71739564032,THB
BJRI,Consumer Cyclical,Restaurants,751337152,USD
BK,Financial Services,Banks - Diversified,75355545600,USD
BKD,Healthcare,Medical Care Facilities,2177787392,USD
BKE,Consumer Cyclical,Apparel Retail,2820776192,USD
BKG.L,Consumer Cyclical,Residential Construction,3815008256,GBp
BKH,Utilities,Utilities - Regulated Gas,4653347840,USD
BKKT,Technology,Software - Infrastructure,428309600,USD
BKNG,Consumer Cyclical,Travel Services,162153824256,USD
BKR,Energy,Oil & Gas Equipment & Services,47996682240,USD
BKSY,Industrials,Specialty Business Services,724185408,USD
BKT.MC,Financial Services,Banks - Regional,11633374208,EUR
BKTI,Technology,Communication Equipment,276291136,USD
BKU,Financial Services,Banks - Regional,3060130048,USD
BKV,Energy,Oil & Gas E&P,2199526400,USD
BKW.AX,Basic Materials,Building Materials,5068547584,AUD
BL,Technology,Software - Application,3543696640,USD
BLBD,Industrials,Farm & Heavy Construction Machinery,1637081216,USD
BLD,Industrials,Engineering & Construction,11888656384,USD
BLDR,Industrials,Building Products & Equipment,12492289024,USD
BLFS,Healthcare,Medical Instruments & Supplies,1335119744,USD
BLFY,Financial Services,Banks - Regional,171072480,USD
BLK,Financial Services,Asset Management,165775523840,USD
BLKB,Technology,Software - Application,3069943296,USD
BLMN,Consumer Cyclical,Restaurants,575062592,USD
BLND,Technology,Software - Application,842803392,USD
BLX,Financial Services,Banks - Regional,1588627584,USD
BLZE,Technology,Software - Infrastructure,587777216,USD
BMBL,Communication Services,Internet Content & Information,824709056,USD
BMED.MI,Financial Services,Banks - Regional,12847385600,EUR
BMI,Technology,Scientific & Technical Instruments,5361437696,USD
BMPS.MI,Financial Services,Banks - Regional,22918739968,EUR
BMRC,Financial Services,Banks - Regional,413311552,USD
BMRN,Healthcare,Biotechnology,10153242624,USD
BMY,Healthcare,Drug Manufacturers - General,93685358592,USD
BN4.SI,Industrials,Conglomerates,18188507136,SGD
BNED,Consumer Cyclical,Specialty Retail,302057632,USD
BNL,Real Estate,REIT - Diversified,3585188352,USD
BNTC,Healthcare,Biotechnology,416332416,USD
BNZL.L,Consumer Defensive,Food Distribution,7467254272,GBp
BOC,Industrials,Conglomerates,402918496,USD
BOH,Financial Services,Banks - Regional,2593590272,USD
BOKF,Financial Services,Banks - Regional,6641638400,USD
BOOM,Industrials,Conglomerates,164855968,USD
BOOT,Consumer Cyclical,Apparel Retail,5827556352,USD
BOQ.AX,Financial Services,Banks - Regional,4523516416,AUD
BORR,Energy,Oil & Gas Drilling,915919552,USD
BOSS.DE,Consumer Cyclical,Apparel Manufacturing,2589938688,EUR
BOW,Financial Services,Insurance - Property & Casualty,846931072,USD
BOX,Technology,Software - Infrastructure,4669669376,USD
BP,Energy,Oil & Gas Integrated,89382166528,USD
BP.L,Energy,Oil & Gas Integrated,68380512256,GBp
BPAC11.SA,Financial Services,Capital Markets,162091630592,BRL
BPAN4.SA,Financial Services,Banks - Regional,12930890752,BRL
BPE.MI,Financial Services,Banks - Regional,20391446528,EUR
BPOP,Financial Services,Banks - Regional,7519592960,USD
BPRN,Financial Services,Banks - Regional,218090608,USD
BPSO.MI,Financial Services,Banks - Regional,6603365376,EUR
BPT.AX,Energy,Oil & Gas E&P,2840260608,AUD
BR,Technology,Information Technology Services,25816102912,USD
BRAP4.SA,Financial Services,Asset Management,7225138688,BRL
BRBR,Consumer Defensive,Packaged Foods,3828506880,USD
BRBS,Financial Services,Banks - Regional,423360800,USD
BRBY.L,Consumer Cyclical,Luxury Goods,4338445824,GBp
BRCC,Consumer Defensive,Packaged Foods,161625520,USD
BRFS3.SA,Consumer Defensive,Packaged Foods,28579856384,BRL
BRG.AX,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4207159552,AUD
BRK-B,Financial Services,Insurance - Diversified,1025495203840,USD
BRKM5.SA,Basic Materials,Chemicals,5572361216,BRL
BRKR,Healthcare,Medical Devices,5873056256,USD
BRN.AX,Technology,Semiconductors,428773152,AUD
BRO,Financial Services,Insurance Brokers,26569367552,USD
BROS,Consumer Cyclical,Restaurants,8964617216,USD
BRSL,Consumer Cyclical,Gambling,3136910336,USD
BRSP,Real Estate,REIT - Mortgage,670719232,USD
BRT,Real Estate,REIT - Residential,265564192,USD
BRX,Real Estate,REIT - Retail,8016759296,USD
BRY,Energy,Oil & Gas E&P,260742176,USD
BRZE,Technology,Software - Application,3136623360,USD
BS6.SI,Industrials,Aerospace & Defense,13499070464,SGD
BSET,Consumer Cyclical,"Furnishings, Fixtures & Appliances",128114224,USD
BSL.AX,Basic Materials,Steel,9654788096,AUD
BSRR,Financial Services,Banks - Regional,383710752,USD
BSVN,Financial Services,Banks - Regional,393296864,USD
BSX,Healthcare,Medical Devices,146153947136,USD
BSY,Technology,Software - Application,15269600256,USD
BT-A.L,Communication Services,Telecom Services,17899212800,GBp
BTBT,Financial Services,Capital Markets,1099299968,USD
BTDR,Technology,Software - Application,4887224832,USD
BTMD,Healthcare,Medical Care Facilities,135419184,USD
BTRW.L,Consumer Cyclical,Residential Construction,5393024000,GBp
BTS.BK,Industrials,Railroads,46672031744,THB
BTSG,Healthcare,Health Information Services,6039998976,USD
BTU,Energy,Thermal Coal,3640704000,USD
BUOU.SI,Real Estate,REIT - Industrial,3551500800,SGD
BUR,Financial Services,Asset Management,2153105920,USD
BURL,Consumer Cyclical,Apparel Retail,17411532800,USD
BUSE,Financial Services,Banks - Regional,2015511296,USD
BV,Industrials,Specialty Business Services,1160626944,USD
BVFL,Financial Services,Banks - Regional,158489888,USD
BVI.PA,Industrials,Consulting Services,12686809088,EUR
BVN,Basic Materials,Other Precious Metals & Mining,5628353024,USD
BVS,Healthcare,Medical Devices,438813504,USD
BWA,Consumer Cyclical,Auto Parts,9376470016,USD
BWB,Financial Services,Banks - Regional,460940832,USD
BWFG,Financial Services,Banks - Regional,339045152,USD
BWIN,Financial Services,Insurance Brokers,1598168576,USD
BWMN,Industrials,Engineering & Construction,741954112,USD
BWP.AX,Real Estate,REIT - Industrial,2781613824,AUD
BWXT,Industrials,Aerospace & Defense,19729332224,USD
BX,Financial Services,Asset Management,177680384000,USD
BXB.AX,Industrials,Specialty Business Services,32094826496,AUD
BXC,Industrials,Industrial Distribution,511823168,USD
BXMT,Real Estate,REIT - Mortgage,3111275008,USD
BXP,Real Estate,REIT - Office,12485843968,USD
BY,Financial Services,Banks - Regional,1233633280,USD
BYD,Consumer Cyclical,Resorts & Casinos,6206827520,USD
BYND,Consumer Defensive,Packaged Foods,555015424,USD
BYRN,Industrials,Aerospace & Defense,453601280,USD
BZAI,Technology,Software - Application,410970752,USD
BZH,Consumer Cyclical,Residential Construction,658424832,USD
BZU.MI,Basic Materials,Building Materials,9187012608,EUR
C,Financial Services,Banks - Diversified,181810774016,USD
C09.SI,Real Estate,Real Estate - Development,6325284352,SGD
C38U.SI,Real Estate,REIT - Retail,17551900672,SGD
C6L.SI,Industrials,Airlines,19634237440,SGD
CABK.MC,Financial Services,Banks - Regional,64037564416,EUR
CABO,Communication Services,Telecom Services,823127168,USD
CAC,Financial Services,Banks - Regional,651336448,USD
CACC,Financial Services,Credit Services,5041305088,USD
CACI,Technology,Information Technology Services,12456047616,USD
CADE,Financial Services,Banks - Regional,7001417728,USD
CADL,Healthcare,Biotechnology,286552416,USD
CAG,Consumer Defensive,Packaged Foods,8270700544,USD
CAH,Healthcare,Medical Distribution,45195329536,USD
CAI,Healthcare,Biotechnology,8421156352,USD
CAKE,Consumer Cyclical,Restaurants,2364999168,USD
CAL,Consumer Cyclical,Apparel Retail,372610208,USD
CALM,Consumer Defensive,Farm Products,4290275328,USD
CALX,Technology,Software - Infrastructure,4456430080,USD
CAPR,Healthcare,Biotechnology,277502048,USD
CAR,Industrials,Rental & Leasing Services,4655506432,USD
CAR.AX,Communication Services,Internet Content & Information,13254351872,AUD
CARE,Financial Services,Banks - Regional,381132960,USD
CARG,Consumer Cyclical,Auto & Truck Dealerships,3483040256,USD
CARL,Healthcare,Health Information Services,324821472,USD
CARR,Industrials,Building Products & Equipment,48730259456,USD
CARS,Communication Services,Internet Content & Information,666069184,USD
CART,Consumer Cyclical,Internet Retail,9863128064,USD
CASH,Financial Services,Banks - Regional,1536920704,USD
CASH3.SA,Communication Services,Internet Content & Information,489214304,BRL
CASS,Industrials,Specialty Business Services,513115264,USD
CASY,Consumer Cyclical,Specialty Retail,19098157056,USD
CAT,Industrials,Farm & Heavy Construction Machinery,267309400064,USD
CATX,Healthcare,Medical Devices,193083776,USD
CATY,Financial Services,Banks - Regional,3113185792,USD
CAVA,Consumer Cyclical,Restaurants,6100355072,USD
CB,Financial Services,Insurance - Property & Casualty,109505519616,USD
CBA.AX,Financial Services,Banks - Diversified,291084435456,AUD
CBAN,Financial Services,Banks - Regional,280602816,USD
CBFV,Financial Services,Banks - Regional,159948256,USD
CBG.BK,Consumer Defensive,Beverages - Non-Alcoholic,43249999872,THB
CBL,Real Estate,REIT - Retail,922427328,USD
CBLL,Healthcare,Medical Devices,415769408,USD
CBNA,Financial Services,Banks - Regional,195082816,USD
CBNK,Financial Services,Banks - Regional,458858400,USD
CBOE,Financial Services,Financial Data & Stock Exchanges,25838823424,USD
CBRE,Real Estate,Real Estate Services,44820480000,USD
CBRL,Consumer Cyclical,Restaurants,717942720,USD
CBSH,Financial Services,Banks - Regional,6966316544,USD
CBT,Basic Materials,Specialty Chemicals,3506118912,USD
CBU,Financial Services,Banks - Regional,2946438912,USD
CBZ,Industrials,Specialty Business Services,2996974336,USD
CC,Basic Materials,Specialty Chemicals,1898174592,USD
CCB,Financial Services,Banks - Regional,1628015872,USD
CCBG,Financial Services,Banks - Regional,672340992,USD
CCCS,Technology,Software - Application,5617671680,USD
CCEP,Consumer Defensive,Beverages - Non-Alcoholic,40436178944,USD
CCEP.L,Consumer Defensive,Beverages - Non-Alcoholic,30773680128,GBp
CCET.BK,Technology,Computer Hardware,62700019712,THB
CCH.L,Consumer Defensive,Beverages - Non-Alcoholic,12453781504,GBp
CCI,Real Estate,REIT - Specialty,38983278592,USD
CCK,Consumer Cyclical,Packaging & Containers,11214123008,USD
CCL,Consumer Cyclical,Travel Services,37700497408,USD
CCNE,Financial Services,Banks - Regional,722786560,USD
CCOI,Communication Services,Telecom Services,2005179008,USD
CCP.AX,Financial Services,Credit Services,957702656,AUD
CCRN,Healthcare,Medical Care Facilities,403275008,USD
